     10.31366      9.68462      8.48530         0.001710      0.003720     -0.001885
     11.64981     10.37187      8.90722         0.003155      0.001579     -0.000965
     10.20613     10.29632     11.53110        -0.006000      0.005169      0.001702
     10.16404      8.84322     11.02050        -0.002799     -0.003083     -0.003018
     12.14658      9.73783     10.85670         0.006897     -0.004773     -0.000429
     13.53156      9.39050     10.16876        -0.007331     -0.004558     -0.000999
      8.33794      8.83492      9.58877        -0.000062      0.000797     -0.004894
      8.95451      7.45198      9.10557         0.000900     -0.001663     -0.001143
      6.69620      9.93669     10.77425         0.002092      0.001568      0.000271
      7.85074     10.78527     10.12070        -0.001614      0.001257      0.005535
      9.92466     11.35978      9.53687        -0.001670      0.001671      0.001420
      9.36742     12.63918     10.33388         0.001598      0.001219      0.002029
     10.78653     10.54743      8.43858         0.000057      0.001042      0.001922
     10.63318      9.42082     11.66841         0.007125     -0.002744      0.006127
     12.82751     10.05898     10.19500         0.000319      0.005327     -0.003693
      9.19613      8.33664      9.42607        -0.003119     -0.000893      0.000914
      7.19353     10.05058      9.94672         0.000563     -0.004791     -0.004221
      9.33668     11.66823     10.31823        -0.001822     -0.000844      0.001328
